Code Client,Intitulé,Tél 1,Tél 2,Profession,Société,Mail,Adresse
41110147,UTICA FOIRE  MONASTIR,73 463 702,,,UTICA FOIRE  MONASTIR,,ROUTE DE KHINESS
41110148,CASERNE OUDNA BEN AROUS,,,,CASERNE OUDNA BEN AROUS,,CASERNE OUDNA BEN AROUS
41110149,SECTEUR POLICE MONASTIR,73 461 431,,,SECTEUR POLICE MONASTIR,,SECTEUR POLICE MONASTIR
41110150,C N S S MONASTIR,,,,C N S S MONASTIR,,C N S S MONASTIR
41110151,INSTITUT SUPERIUR LANGUES A T A MOKNIN,73 437 101,,ED BEZINE,INSTITUT SUPERIUR LANGUES A T A MOKNIN,,AVENUE ECHOUHADA MOK
41110152,INSTITUT SUPERIUR SCI.TECHNO SOUSSE,73 332 656,,,INSTITUT SUPERIUR SCI.TECHNO SOUSSE,,INSTITUT SUPERIUR SCI.TECHNO SOUSSE
41110153,HOPITAL DE JEMMAL,73.486 337,,,HOPITAL DE JEMMAL,,HOPITAL DE JEMMAL
41110154,HOPITAL DE ZRAMDINE,73.486 066,,,HOPITAL DE ZRAMDINE,,HOPITAL DE ZRAMDINE
41110155,MUNCIPALITE SIDI BANNOUR,,,,MUNCIPALITE SIDI BANNOUR,,MUNCIPALITE SIDI BANNOUR
41110156,GOUVERNORAT DE MONASTIR H.M,,,,GOUVERNORAT DE MONASTIR H.M,,MONASTIR
41110157,POSTE POLICE EL BASSATINE,,,,POSTE POLICE EL BASSATINE,,POSTE POLICE EL BASSATINE
41110158,DIREC REG AS MONASTIR,,,,DIREC REG AS MONASTIR,,MONASTIR
41110159,COMMITE LOCALE DE SOLID SOCIA,,,,COMMITE LOCALE DE SOLID SOCIA,,COMMITE LOCALE DE SOLID SOCI
41110160,DIREC DE RADIO MONASTIR,,,,DIREC DE RADIO MONASTIR,,DIRECTEUR DE RADIO MONASTIR
41110161,AHMED SLIMEN MONASTIR HOPITAL,,,,AHMED SLIMEN MONASTIR HOPITAL,,AHMED SLIMEN MONASTIR HOPITAL
41110162,MUNICIPALITE DE MOKNIN,73 475 012,73.474664,MOHAMED BETTAIB 97.317279,MUNICIPALITE DE MOKNIN,,MUNICIPALITE MOKNIN
41110164,SECTEUR POLICE ZAGOUANE,,,,SECTEUR POLICE ZAGOUANE,,SECTEUR POLICE ZAGOUANE
41110165,GOUVERNORAT MONASTIR (SEC.GARDE NATIONALE),73 505 405,,,GOUVERNORAT MONASTIR (SEC.GARDE NATIONALE),,SKANES
41110166,FESTIVAL INTERNA DE MONASTIR,,,,FESTIVAL INTERNA DE MONASTIR,,MONASTIR
41110167,COMITE CULTUREL LOCAL DE BENN,,,,COMITE CULTUREL LOCAL DE BENN,,COMITE CULTUREL LOCAL DE BENN
41110168,MUNICIPALITE KALAA SGHIRA,,,,MUNICIPALITE KALAA SGHIRA,,MUNICIPALITE KALAA SGHIRA
41110169,MUNICIPALITE DE TEBOULBA,73.479 009,73 495 439,,MUNICIPALITE DE TEBOULBA,,MUNICIPALITE DE TEBOULBA
41110170,MUNICIPALITE BOUMERDESS,73 620 393,98.229848,MR ALI,MUNICIPALITE BOUMERDESS,,MUNICIPALITE BOU MERDESS
41110171,MUNICIPALITE DE EL GHANADA,73 456 143,97 017 535,MR HABIB BEN KHALIFA,MUNICIPALITE DE EL GHANADA,,MUNICIPALITE DE EL GHANADA
41110172,COMMUTE DE KSOUR ESSF ET THRAYE,,,,COMMUTE DE KSOUR ESSF ET THRAYE,,COMMUTE DE KSOUR  ESSEF  ET THRAYE
41110173,COMMITE ZAWIT SOUSSE,,,,COMMITE ZAWIT SOUSSE,,COMMITE ZAWIT SOUSSE
41110174,AHMED HABIB ( INFERMIER ),,,,AHMED HABIB ( INFERMIER ),,HOSPITAL BOURGUIBA MONASTIR
41110175,BUREAU REGI.DE L'APPR MONASTIR,,,,BUREAU REGI.DE L'APPR MONASTIR,,MONASTIR
41110176,MINISTRE DE L'ENSEI-METIER,,,,MINISTRE DE L'ENSEI-METIER,,TUNIS
41110177,COMMICERIAT GENE DE DEVL REGIO,,,,COMMICERIAT GENE DE DEVL REGIO,,TUNIS
41110178,C N R P S,,,,C N R P S,,6 RUE MED 5 TUNIS
41110179,MINISTER INTERIEUR TUNIS,,,,MINISTER INTERIEUR TUNIS,,TUNIS
41110180,MUNICIPALITE DE KSIBET EL MEDIOUNI,73469006,,,MUNICIPALITE DE KSIBET EL MEDIOUNI,,MUNICIPALITE DE KSIBET EL MEDIOUNI
41110182,ECO PREP EBN KHALDOUN KSOUR ESSEF,,,,ECO PREP EBN KHALDOUN KSOUR ESSEF,,EBN KHALDOUN KSOUR ESSEF
41110183,METRO DE SAHEL-MONASTIR,,,,METRO DE SAHEL-MONASTIR,,METRO DE SAHEL-MONASTIR
41110185,OFFICE DE L'ELEVAGE ET DES PATURAGES TUNIS,71.893414,71.787813,,OFFICE DE L'ELEVAGE ET DES PATURAGES TUNIS,,30 RUE ALIN SAVARY 1
41110186,HOPITAL SAHLOUL-SOUSSE,73 369 411,73 369 430,GSM 98 549 142,HOPITAL SAHLOUL-SOUSSE,,HOPITAL SAHLOUL-SOUSSE
41110187,DIREC DE LA PROPRIETE FANCIERE,,,,DIREC DE LA PROPRIETE FANCIERE,,?
41110188,MUNICIPALITE MENZEL KAMEL,73.480..023,97316.547,,MUNICIPALITE MENZEL KAMEL,,MENZEL KAMEL
41110189,BUREAU REGION ACT VOL,,,,BUREAU REGION ACT VOL,,?
41110190,BUREAU EMPLOIE CA,,,,BUREAU EMPLOIE CA,,?
41110192,BUREAU DE L EMPLOI DE CADRE MONSTIR,,,,BUREAU DE L EMPLOI DE CADRE MONSTIR,,MONASTIR
41110193,BUREAU DE LEMPLOI JEMMAL,73 487 421,,,BUREAU DE LEMPLOI JEMMAL,,JEMMAL
41110194,MUNICIPALITE DE MENZEL ENNOUR,73 412 363,,,MUNICIPALITE DE MENZEL ENNOUR,,MENZEL ENNOUR
41110195,DIREC REG DU PRISON TUNIS,,,,DIREC REG DU PRISON TUNIS,,TUNIS
41110196,COMM DE POLICE AEROPORT,,,,COMM DE POLICE AEROPORT,,?
41110197,FESTIVAL DE LAMTA,,,,FESTIVAL DE LAMTA,,LAMTA
41110198,HOPITAL GARDE NAT EL MARSA,,,,HOPITAL GARDE NAT EL MARSA,,EL MARSA
41110199,CENTRE GENE INDUST SOUSSE,73 239 610,,,CENTRE GENE INDUST SOUSSE,,ROUTE DE MSAKEN
41110200,MUTUELLE DE GOUVERNERAT MONASTIR,,,,MUTUELLE DE GOUVERNERAT MONASTIR,,MONASTIR
41110201,INSTITUT  NATIONAL  DE LA STATISTIQUE,98.510 808,,98.510 808,INSTITUT  NATIONAL  DE LA STATISTIQUE,,TUNIS
41110202,CENTRE NAT DE FORM CONTE. TUN,,,,CENTRE NAT DE FORM CONTE. TUN,,TUNIS
41110203,COMPLEXE D ENFANCE SAHLINE,,,,COMPLEXE D ENFANCE SAHLINE,,SAHLINE
41110204,COMPLEXE D ENFANCE MASDOUR,,,,COMPLEXE D ENFANCE MASDOUR,,MAZDOUR
41110205,BUREAU REG DE JEINESSE,,,,BUREAU REG DE JEINESSE,,?
41110206,O N E T MONASTIR,73.467 064,,,O N E T MONASTIR,,MONASTIR
41110207,SERVICE REG D ENFANCE MONASTIR,73.46048,,,SERVICE REG D ENFANCE MONASTIR,,MONASTIR
41110208,A S E N I M MONASTIR,73.500 244,,,A S E N I M MONASTIR,,MONASTIR
41110209,COMITE CUL REG MONASTIR,95 153 573,73 461 298,MR CHEDLI,COMITE CUL REG MONASTIR,,MONASTIR
41110210,COMMISSA. REGIO. DE LA CULTURE LOISIR MONASTIR,,,,COMMISSA. REGIO. DE LA CULTURE LOISIR MONASTIR,,MONASTIR
41110211,COMITE DEVELOP DE TRAVAIL,,,,COMITE DEVELOP DE TRAVAIL,,DAHMANI
41110212,OBEP,,,,OBEP,,?
41110213,PUB WEB CENTRE MONASTIR,73 504 403,,,PUB WEB CENTRE MONASTIR,,MONASTIR
41110214,MUNICIPALITE DE KSAR HELEL,,,,MUNICIPALITE DE KSAR HELEL,,KSAR HELEL
41110215,INSTITUT  TUNI. CAPACITE CONCU.ETUD.QUANT.TUNIS,,,,INSTITUT  TUNI. CAPACITE CONCU.ETUD.QUANT.TUNIS,,TUNIS
41110217,GOUVERNORAT DE SOUSSE D. POLICE COM SOUSSE,,,,GOUVERNORAT DE SOUSSE D. POLICE COM SOUSSE,,SOUSSE
41110218,HOPITAL DE BEMBLA,,,,HOPITAL DE BEMBLA,,BEMBLA
41110219,AGENCE TECH DES TRANS MONASTIR,73 505 780,73505666,MR NADER SUIBGUI 97 255072,AGENCE TECH DES TRANS MONASTIR,,RUE DE LA TERRE 5060 MONASTIR
41110220,PROSHOES SOUSSE,,,,PROSHOES SOUSSE,,KHZAMA SOUSSE
41110221,FESTIVAL AOUSSOU,73 330 099,,,FESTIVAL AOUSSOU,,MONASTIR
41110222,MUNICIPALITE  LAMTA,,,,MUNICIPALITE  LAMTA,,LAMTA
41110224,CENTRE CULTUREL SAHLINE,,,,CENTRE CULTUREL SAHLINE,,SAHLINE
41110225,MINISTER D'EMPLOI TUNIS,71798196,,,MINISTER D'EMPLOI TUNIS,,TUNIS
41110226,******COMITE LOCAL DE SOLIDARITE MONASTIR,,,?????,******COMITE LOCAL DE SOLIDARITE MONASTIR,,???????? -???? ?????
41110227,HOPITAL UNIVERSITAIRE RABTA TUNIS,71.578701,71.578814,KAMEL,HOPITAL UNIVERSITAIRE RABTA TUNIS,FINAN-MME FAIZA 71 578820,TUNIS
41110228,C N S S TUNIS,71.784 900,71.788 655,,C N S S TUNIS,,ALI EL GAR TUNIS
41110229,HOPITAL TAHAR SFAR MAHDIA,,,,HOPITAL TAHAR SFAR MAHDIA,,MAHDIA
41110230,PRISON CIVIL EL MESAADINE,,,,PRISON CIVIL EL MESAADINE,,PRISON SEVIL EL MESAADINE
41110231,MUNICIPALITE MAZDOUR,73 414 307,,,MUNICIPALITE MAZDOUR,,MAZDOUR
41110232,MUNICIPALITE EZZOUHOUR,,,,MUNICIPALITE EZZOUHOUR,,EZZOUHOUR
41110233,MUNICIPALITE SIDI AMEUR,73 527 532,,,MUNICIPALITE SIDI AMEUR,,SIDI AMEUR
41110234,S O N E D E MOKNINE,73 471 379,,,S O N E D E MOKNINE,,AV EL MAAREFA MOKNINE
41110235,MUNICIPALITE ZAOUIET KONTECH,73 486 226,73486596,,MUNICIPALITE ZAOUIET KONTECH,,ZAOUIET KONTECH
41110237,UGPO MONASTIR,,,,UGPO MONASTIR,,AV DE LA REPUBLIQUE MONASTIR
41110238,AGENCE FINANCIERE DE TOURISME,71781277,,,AGENCE FINANCIERE DE TOURISME,,36 AV KOLOGNE 1006 TUNIS BELVIDERE
41110239,BANQUE DE TUNISIE ET DES EMIRATES,,,MR BOUJAAFER BADIE,BANQUE DE TUNISIE ET DES EMIRATES,,TUNIS
41110240,TUNISAIR,71752964,98361715,SALAH AYARI*98 819 433* MOSTAFA 98.274485,TUNISAIR,,TUNIS
41110241,CLINIQUE LES BERGES DU LAC,71 960 000,98 927 837,HICHEM SIEDI 23.120213,CLINIQUE LES BERGES DU LAC,,RUE LAC DE CONSTANCE
41110242,MINISTER DE AGRICULTURE TUNIS,,,,MINISTER DE AGRICULTURE TUNIS,,TUNIS
41110243,MINISTER DES AFFAIRE ETRANGE TUNIS,,,,MINISTER DES AFFAIRE ETRANGE TUNIS,,TUNIS
41110244,GARDE NAT. MARITINE MONASTIR,,,,GARDE NAT. MARITINE MONASTIR,,MONASTIR
41110245,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION TUN,,,,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION TUN,,TUNIS
41110246,CAISSE NATIONALE D ASSURANCE MALADIE MONASTIR,71.785028,,,CAISSE NATIONALE D ASSURANCE MALADIE MONASTIR,,MONASTIR
41110247,CAISSE NATIONALE D ASSURANCE MALADIE TUNIS,,,,CAISSE NATIONALE D ASSURANCE MALADIE TUNIS,,TUNIS
41110248,MINISTERE DE COMMERCE TUNIS,71.28954,71.780336,MDE BESBES-MDE L'ALDOLSI,MINISTERE DE COMMERCE TUNIS,,TUNIS
41110249,MINISTER DES AFFAIRES SOCIALES TUNIS,71 150 040,71 150 013,MR MOUSTAPHA - MELLE LAMYA,MINISTER DES AFFAIRES SOCIALES TUNIS,,27 AV ROUTE BEB BENETTE TUNIS
41110250,CENTRE REG INFORMATIQUE / ENFANTS MONASTIR,,,,CENTRE REG INFORMATIQUE / ENFANTS MONASTIR,,MONASTIR
41110255,HOPITAL SAHLINE,,,,HOPITAL SAHLINE,,SAHLINE
41110256,FACULTE DE MEDECINE DE TUNIS,71.563709,71.563613,YOUSSEF DELLAJI 95.393008,FACULTE DE MEDECINE DE TUNIS,,FACULTE DE MEDECINE DE TUNIS
41110257,AGENCE FONCIERE INDUSTRIELLE TUNIS,71.797795,,,AGENCE FONCIERE INDUSTRIELLE TUNIS,WWW.AFI.NAT.TN,9 ET 13 RUE 8000 MONTLAISIR TUNIS BELVEDER 1002
41110258,MAFFEPA SEC.MAHDIA*DPE MONASTIR*,,,,MAFFEPA SEC.MAHDIA*DPE MONASTIR*,,MONASTIR
41110259,CELLULE 7 NOVEMBRE MONASTIR,,,,CELLULE 7 NOVEMBRE MONASTIR,,CITE ERRIADH MONASTIR
41110260,CENTRE DES RECHE-TECHNO-ENERGIE-TECHNO BORJ CEDRIA,71.430215,79.412811,MR SASSI BEN NSER-95.690530 MOSTAFA-FAHREDDINE-23.609527 YOUSSEF,CENTRE DES RECHE-TECHNO-ENERGIE-TECHNO BORJ CEDRIA,,BP95.2050 HAMMEM LINF
41110261,HOPITAL UNIV FARHAT HACHED SOUSSE,,,,HOPITAL UNIV FARHAT HACHED SOUSSE,,HOPITAL UNIV FARHAT HACHED SOUSSE
41110262,MINISTERE DE LA SANTE PUBLIQUE TUNIS,,,,MINISTERE DE LA SANTE PUBLIQUE TUNIS,,TUNIS
41110263,MINISTER DE JEUNESSE-SPORT-EDUCATION PHYSIQU TUNIS,,,,MINISTER DE JEUNESSE-SPORT-EDUCATION PHYSIQU TUNIS,,TUNIS
41110264,S T S MONASTIR,,,,S T S MONASTIR,,MONASTIR
41110265,AGENCE DE PROMOTION DES INVESTISSEMENTS AGRICOLES,71.7713,,,AGENCE DE PROMOTION DES INVESTISSEMENTS AGRICOLES,PROM.AGRI@APIA.COM.TN,62 RUE ALAIN SAVARY TUNIS 1003
41110266,DIREC.REGIONAL DE L ENSEIGEMENT TUNIS,,,,DIREC.REGIONAL DE L ENSEIGEMENT TUNIS,,3RUE MOHAMED SALEH BEN MARAD 1002 BELVEDER TUNIS
41110267,CENTRE NATIONAL PEDAGOGIQUE TUNIS,71.331958,,SI TAREK ABBESI,CENTRE NATIONAL PEDAGOGIQUE TUNIS,,TUNIS
41110268,OFFICE DE CERIALES TUNIS,71.78055,,AMOR OU NAJIB OU MD.MONIA DRIDI,OFFICE DE CERIALES TUNIS,,TUNIS
41110269,CENTRE REGIONAL DE CONTROLE DES IMPOTS DE MAHDIA,73.680978,73.680399,LOTFI BEN ALI,CENTRE REGIONAL DE CONTROLE DES IMPOTS DE MAHDIA,,MAHDIA
41110270,COMITE CULTUREL REGIONAL MAHDIA,73.680796,,,COMITE CULTUREL REGIONAL MAHDIA,,MAHDIA
41110271,COMM.REG DES AFFAIRE DE LA  FEMME-FAMIL-ENFANT-MON,73.466.977,,,COMM.REG DES AFFAIRE DE LA  FEMME-FAMIL-ENFANT-MON,,TUNIS
41110272,HOPITAL CHEBBA MELLOULECH,,,,HOPITAL CHEBBA MELLOULECH,,CHEBBA
41110273,O L M BENNAN ET JAMMEL,,,,O L M BENNAN ET JAMMEL,,JAMMEL
41110274,CENTRE INTEGRE DE JEUNESSE ET DE L'ENFANCE *------,,,,CENTRE INTEGRE DE JEUNESSE ET DE L'ENFANCE *------,,MONASTIR
41110275,CREFOC MONASTIR*---------------,73 464 969,,,CREFOC MONASTIR*---------------,,MONASTIR
41110276,GOUVERNERAT MONASTIR*---------------,,,,GOUVERNERAT MONASTIR*---------------,,MONASTIR
41110277,BIBLIOTHEQUE NATIONALE TUNIS*-----------,,,,BIBLIOTHEQUE NATIONALE TUNIS*-----------,,TUNIS
41110278,MUNICIPALITE BOUMERDES (OZITA SOUSSE),,,,MUNICIPALITE BOUMERDES (OZITA SOUSSE),,
41110279,C S F TEXTILE KSAR HELELL*-----------,,,,C S F TEXTILE KSAR HELELL*-----------,,KSAR HELEL
41110280,CENTRE CULTUREL UNIVERSITAIRE MONASTIR*--------,,,,CENTRE CULTUREL UNIVERSITAIRE MONASTIR*--------,,
41110281,GROUP SANTE DE BASE MONASTIR*--------,,,,GROUP SANTE DE BASE MONASTIR*--------,,MONASTIR
41110282,ORGANISATION NATIONAL DES JEUNES ECOLIERS,,,,ORGANISATION NATIONAL DES JEUNES ECOLIERS,,
41110283,MUNICIPALITE DE EL GHANADA*----------------------,,,,MUNICIPALITE DE EL GHANADA*----------------------,,
41110284,MUNICIPALITE DE AIN JELOULA *OZITA DIFFUSION*,98 451 082,77 264 036,MR FREDJ KAMMARI,MUNICIPALITE DE AIN JELOULA *OZITA DIFFUSION*,,AIN JELOULA
41110285,TUNISIE TRADE NET TUNIS,71.861712,71.111300,OUESLATI RAJA 71.111300-344-355,TUNISIE TRADE NET TUNIS,,RUE DU LAC D ENNECY IMM STRAMICA 1063
41110286,FOIRE DU LIVRE TUNIS EL KRAM,,,,FOIRE DU LIVRE TUNIS EL KRAM,,EL KRAM TUNIS
41110287,CITE UNIVERSITAIRE FATTOUMA BOURGUIBA MONASTIR,73 460 142,73 460 147,HENNOUNA HASSANI,CITE UNIVERSITAIRE FATTOUMA BOURGUIBA MONASTIR,,STAH JABEUR
41110288,AEROPORT D'ENFIDHA,73 103 044,,,AEROPORT D'ENFIDHA,,ENFIDHA
41110290,UTICA MONASTIR,73 461 681,,MR ADEL 98 406 183,UTICA MONASTIR,,R6 MONASTIR
41110291,FOIRE DE MONASTIR 2011,,,,FOIRE DE MONASTIR 2011,,
41110292,D H M P E,73.460726,,,D H M P E,,
41110293,COMPLEXE CULTUREL MONASTIR,,,,COMPLEXE CULTUREL MONASTIR,,MONASTIR
41110294,COMMISARIAT REG A L'EDUCATION ARIANA,,,,COMMISARIAT REG A L'EDUCATION ARIANA,,ARIANA
41110295,CENTRE D'ESSAIS ET DES TECHN. DE LA CONSTRUCTION,71 490 209,71 492 328,,CENTRE D'ESSAIS ET DES TECHN. DE LA CONSTRUCTION,,AV 15 OCTOBRE 1963 EL OUARDIA 1009 TUNIS
41110296,PRESIDENCE DE LA REPUBLIQUE TUNISIENNE,,,,PRESIDENCE DE LA REPUBLIQUE TUNISIENNE,,TUNISIE
41110297,MUNICIPALITE DE TUNIS,,,,MUNICIPALITE DE TUNIS,,
41110298,FOIRE DE MONASTIR CONSERVATOIRE 2013,,,,FOIRE DE MONASTIR CONSERVATOIRE 2013,,MONASTIR
41110299,MINISTERE DE JEUNESSE ET DE SPORT TUNIS,,,,MINISTERE DE JEUNESSE ET DE SPORT TUNIS,,
41110300,O M S TUNIS,,,,O M S TUNIS,,
41110301,MINISTERE DES FINANCES TUNIS,,,,MINISTERE DES FINANCES TUNIS,,
41110302,LYCEE PILOTE MONASTIR,98.722.764,,CHAKER97.317.134,LYCEE PILOTE MONASTIR,,MONASTIR
41110303,TELEVISION TUNISIENNE,,,,TELEVISION TUNISIENNE,,TUNISIE
41110304,YOUSRA EL FENDRI HAJJAJI,73468161,98480498,,YOUSRA EL FENDRI HAJJAJI,,MONASTIR
41110305,HIBA HAYOUNI,56644492,,,HIBA HAYOUNI,,MONASTIR
41110306,STE SOCAF2,96400928,,,STE SOCAF2,,MOKNINE
41120001,LIB LA LIBERTE MONASTIR,73462311,73461806,FREDJ YOUSSEF,LIB LA LIBERTE MONASTIR,SLD@PLANET.TN,AVENUE TAIEB M'HIRI
41120002,LIB EL KODES H ERR SOUSSE,,,,LIB EL KODES H ERR SOUSSE,,CIRE ERRIADH SOUSSE
411200021,NOUREDDINE TLILI UGTT MONASTIR,,,,NOUREDDINE TLILI UGTT MONASTIR,,U G T T MONASTIR
41120003,LIB EL HABIB SOUSSE,,,,LIB EL HABIB SOUSSE,,RUE TAREK EBN ZIED
41120005,LIB ENNASR BIR LAHFAY,76 677 115,,,LIB ENNASR BIR LAHFAY,,BIR LAHFAY-AKRMI ABD
41120006,LIB ALADIN MAHDIA,98.277 562,,MR ALI FEDHA,LIB ALADIN MAHDIA,,MAHDIA
411200066,ABD ELFETTAH ESSID -OZITA-SOUSSE,,,,ABD ELFETTAH ESSID -OZITA-SOUSSE,,SOUSSE
41120007,LIB ETTAOUFIK BEKALTA,73 477 326,96 754 522,TAOUFIK BANNOUR,LIB ETTAOUFIK BEKALTA,,RUE HEDI CHAKER BEKALTA
41120008,LIB HEDI EL LABIADH HAMMEM ZRIBA,98.225 809,,,LIB HEDI EL LABIADH HAMMEM ZRIBA,,HAMMEM ZRIBA
41120009,LIB CHERIF EL JEM,,,,LIB CHERIF EL JEM,,EL JEM
41120010,LIB BOU GAZALA KSAR HELEL,,,,LIB BOU GAZALA KSAR HELEL,,GAZALA KSAR HELEL
41120011,LIB PYRAMIDE SID BOUALI,,,,LIB PYRAMIDE SID BOUALI,,SID BOUALI
41120012,LIB EL AHRAM TUNIS,98.343 717,71.220 553,,LIB EL AHRAM TUNIS,,TUNIS
41120014,LIB AYAR SOUSSE,,,,LIB AYAR SOUSSE,,CITE EZZAHRA SOUSSE
41120015,LIB EL EMTIAZ SFAX,,,,LIB EL EMTIAZ SFAX,,SFAX
41120016,LIB EL EMTIAZ SOUSSE,73.231 883,,,LIB EL EMTIAZ SOUSSE,,CITE ETTAMIR RUE EL
41120017,LIB ABDELKADER ZAGOUANE,22.682 176,,,LIB ABDELKADER ZAGOUANE,,27 RUE DE L'INDEPEND
41120018,LIB EL FAOUZ 2 BEJA,78 450 112,,,LIB EL FAOUZ 2 BEJA,,BEJA
41120019,LIB 2M SOUSSE,73.274353,,,LIB 2M SOUSSE,,EL KAZAMA OUEST SOUSSSE
41120020,LIB 9  AVRIL  CHEBBA,,,,LIB 9  AVRIL  CHEBBA,,LIB 9  AVRIL  CHEBBA
41120021,LIB OTHMANE TELALSA,98.593638,,,LIB OTHMANE TELALSA,,TELALSA
41120022,LIB EBN KHALDOUNE KSOUR ESSEF,73 664 171,,,LIB EBN KHALDOUNE KSOUR ESSEF,,RUE EBN KHALDOUNE 03
41120023,LIB EL HABIB MAHDIA,73 .693 595,94.99355,RACHIDA,LIB EL HABIB MAHDIA,,AVENUE HABIB BOURGUIBA 0
41120024,LIB EL FARAH MAHDIA,73 694 116,,,LIB EL FARAH MAHDIA,,AVENUE 2 MARS
41120025,LIB HASSEN BOUARGOUB,72 259 715,,CHRI HASSEN,LIB HASSEN BOUARGOUB,,CITE EZOUHOUR(A COTEBOUARGOUB
41120026,LIB CHEBIL TEBOULBA,98407256,96 160808,MAHMOUDA BILEL // FOUED CHBIL,LIB CHEBIL TEBOULBA,(1) 98260348 // (2)  97221114,RUE  FARHAT HACHED TEBOULBA
41120027,LIB BZIOUECH AHMED MOKNIN,,,UECH AHMED,LIB BZIOUECH AHMED MOKNIN,,AV ENNAKHIL MOKNIN
41120028,LIB AJRA RIDHA  KAIROUAN,77 230 793,,RIDHA,LIB AJRA RIDHA  KAIROUAN,,ETS AJRA RIDHA AV 7
41120029,LIB AYMEN ZANNOUCH GAFSA,98 617 357,97.173153,MR :SASSI ALIANI ET FILS DE ALIANI,LIB AYMEN ZANNOUCH GAFSA,,AYMEN BEN KHAIRI ALOANI GAFSA ESSNED ZANNOUCH 2116
41120030,LIB AOULED AZIZA AMIRET HAJ,73 521 088,,ABDELKARIM FERJANI,LIB AOULED AZIZA AMIRET HAJ,,AMIRET EL HOJAJ
41120031,LIB AZAIEZ SAHLINE,73 466 468,73 527 064,MR FAOUZI AZAIEZ 22 252 263,LIB AZAIEZ SAHLINE,,AVENUE BOURGIBA
41120032,LIB BAKAR BEMBLA,73.420 697,97 221 389,R AJMI OU IBRAHIM MBAREK,LIB BAKAR BEMBLA,,RUE ABOU BAKER ESSEDIK BEMBLA 23.662515
41120033,LIB ETTAHRIR MORDINE,,,,LIB ETTAHRIR MORDINE,,MORDINE
41120034,LIB BEN KHLIFA OURDANINE,73 519 693,97 886 765,FARJALLAH MOHAMED BEN KHALIFA,LIB BEN KHLIFA OURDANINE,,OURDANINE
41120035,LIB BELKHIRIA JEMMEL,73 486 380,,HIRIA FREDJ,LIB BELKHIRIA JEMMEL,,RUE DE L'INDEPENDANCE
41120036,LIB BEN NJIMA MAHDIA,73 650 880,73.664 207,NJIMA MOHAMED,LIB BEN NJIMA MAHDIA,,AV HABIB BOURGUIBA
41120037,LIB BEN SALEM EL JEM,,,,LIB BEN SALEM EL JEM,,EL JEM
41120038,LIB BEN TICHA JEMMEL,97317231,73.486687,,LIB BEN TICHA JEMMEL,,MARCHEE DE JEMMEL
41120039,LIB BENZARTI CHOKRI,73.466 858,22 952 645,CHOKRI BENZARTI,LIB BENZARTI CHOKRI,,AVENUE DE LA REPUBLIQUE
41120040,LIB BEYRAM SOUSSE,,,,LIB BEYRAM SOUSSE,,SOUSSE
41120041,LIB BOUCHRA JEMMAL,,,,LIB BOUCHRA JEMMAL,,JAMMAL
41120042,LIB BOUSSAMA MOKNIN,,,,LIB BOUSSAMA MOKNIN,,MOKNIN
41120043,LIB CHAKER MONASTIR,,,,LIB CHAKER MONASTIR,,MONASTIR
41120044,LIB CHIRAZ GAFSA,98 812 583,76 221 297,RAMZI KHALFALLAH,LIB CHIRAZ GAFSA,,CITE ENNOUR GAFSA 98
41120045,LIB CHOUROUK KHENISS,73 283 052,,,LIB CHOUROUK KHENISS,,KHENISS
41120046,LIB CITE ECHABEB SOUSSE,73 234 026,,,LIB CITE ECHABEB SOUSSE,,CITE ECHABABA
41120047,LIB CITE NOUVELLE SALAH SAHLIN,73.466 527,,,LIB CITE NOUVELLE SALAH SAHLIN,,NOUVELLE CITE SAHLIN
41120048,LIB ETTAOUFIK KESAR HELEL,73 451 237,,HZALA TAOUFIK,LIB ETTAOUFIK KESAR HELEL,,RUE FARHAT HACHED N
41120049,LIB FAHD MONASTIR,73.466853,,,LIB FAHD MONASTIR,,R1 N144 5000
41120050,LIB EL BASSATINE MONASTIR,73 467 539,22 447 491,MOHAMED EL BECHIR,LIB EL BASSATINE MONASTIR,,CITE EL BASSATINE MONASTIR
41120051,LIB DAMAS MONASTIR,98.916 920,,SAMI,LIB DAMAS MONASTIR,,CITE STAH DJEBER MONASTIR
41120052,LIB SOUROUR TEBOULBA,73.479.086,,97.316.736,LIB SOUROUR TEBOULBA,,AV H.BOURGUIBA TEBOULBA
41120053,LIB LA LIBERTE CHEBBA-ALI LAHMAR-,73 643 451,98.63773,AR ALI,LIB LA LIBERTE CHEBBA-ALI LAHMAR-,,MARCHE CENTRAL CHEBBA
41120054,LIB AJRA FETHI  KAIROUAN,77 233 608,,FETRHI,LIB AJRA FETHI  KAIROUAN,,KAIROUAN
41120055,LIB SELIM EL JEM,73 632 644,,NOUMA,LIB SELIM EL JEM,,RUE TAIEB MHIRI
41120056,LIB EL KODES KSIBET EL MEDIONI,22 706 387,,MEHDI MIMOUNA,LIB EL KODES KSIBET EL MEDIONI,,AVENUE HABIB BOURGUIBA KSIBET EL MEDIONI
41120057,LIB HORIZON KHENISS,73.535 649,98 977 980,I YOUSSEF,LIB HORIZON KHENISS,,AV. DE LA LIBERTE
41120058,LIB ENNAJEH MONASTIR,73 464 108,,MED HABIB AJIM,LIB ENNAJEH MONASTIR,,MONASTIR
